2026-04
transactions_101-004-39183559-001 9;;;;;;;;;;;;;;;;;;;;
TICKET;TRANSACTION DATE;TRANSACTION TYPE;DETAILS;INSTRUMENT;PRICE;UNITS;DIRECTION;SPREAD COST;STOP LOSS;GUARANTEED STOP LOSS;TAKE PROFIT;TRAILING STOP;FINANCING;COMMISSION;GSL FEE;GSL PREMIUM;CONVERSION RATE;PL;AMOUNT;BALANCE
2026-04-29 03:57:00 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4544.05000;9.00;Sell;2.1021;;;;;0.00000;0.0000;0.0000;;;0.00000;;103095.29;
2026-04-29 03:58:36 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;9.00;Sell;;;;;;;;;;;;;;
2026-04-29 03:58:36 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4547.16000;9.00;Sell;1.7012;;;;;0.00000;0.0000;0.0000;;;0.00000;;103095.29;
2026-04-29 04:00:53 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;9.00;Sell;;;;;;;;;;;;;;
2026-04-29 04:00:53 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4550.94000;9.00;Sell;2.4352;;;;;0.00000;0.0000;0.0000;;;0.00000;;103095.29;
2026-04-29 06:08:12 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;27.00;Buy;;;;;;;;;;;;;;
2026-04-29 06:08:12 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4536.10000;27.00;Buy;9.2163;;;;;0.00000;0.0000;0.0000;;0.7346;223.80370;;103319.10;
2026-04-29 07:34:02 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;13.00;Sell;;;;;;;;;;;;;;
2026-04-29 07:34:02 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4538.51000;13.00;Sell;3.8123;;;;;0.00000;0.0000;0.0000;;;0.00000;;103319.10;
2026-04-29 07:38:33 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;14.00;Sell;;;;;;;;;;;;;;
2026-04-29 07:38:33 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4540.56000;14.00;Sell;3.5335;;;;;0.00000;0.0000;0.0000;;;0.00000;;103319.10;
2026-04-29 07:46:33 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;17.00;Sell;;;;;;;;;;;;;;
2026-04-29 07:46:33 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4542.18000;17.00;Sell;3.9753;;;;;0.00000;0.0000;0.0000;;;0.00000;;103319.10;
2026-04-29 09:00:00 -12;DAILY_FINANCING;;;;;;;;;;;11.86990;;;;;;;103330.97;
2026-04-29 09:00:00 -12;DAILY_FINANCING;Trade ID: 159;XAU/USD;;;;;;;;;3.50700;;;;;;;;
2026-04-29 09:00:00 -12;DAILY_FINANCING;Trade ID: 161;XAU/USD;;;;;;;;;3.77680;;;;;;;;
2026-04-29 09:00:00 -12;DAILY_FINANCING;Trade ID: 163;XAU/USD;;;;;;;;;4.58610;;;;;;;;
2026-04-29 17:08:19 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;44.00;Buy;;;;;;;;;;;;;;
2026-04-29 17:08:19 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4553.20000;44.00;Buy;12.0891;;;;;0.00000;0.0000;0.0000;;0.7500;-416.44990;;102914.52;
2026-04-30 18:57:04 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;14.00;Sell;;;;;;;;;;;;;;
2026-04-30 18:57:04 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4593.74000;14.00;Sell;4.0091;;;;;0.00000;0.0000;0.0000;;;0.00000;;102914.52;
2026-04-30 19:00:36 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;15.00;Sell;;;;;;;;;;;;;;
2026-04-30 19:00:36 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4595.65000;15.00;Sell;3.6366;;;;;0.00000;0.0000;0.0000;;;0.00000;;102914.52;
2026-04-30 19:17:34 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;15.00;Sell;;;;;;;;;;;;;;
2026-04-30 19:17:34 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4597.30000;15.00;Sell;3.6375;;;;;0.00000;0.0000;0.0000;;;0.00000;;102914.52;
2026-04-30 19:22:57 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;44.00;Buy;;;;;;;;;;;;;;
2026-04-30 19:22:57 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4586.78000;44.00;Buy;12.2872;;;;;0.00000;0.0000;0.0000;;0.7275;282.49330;;103197.01;
2026-04-30 20:49:50 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;17.00;Sell;;;;;;;;;;;;;;
2026-04-30 20:49:50 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4571.10000;17.00;Sell;4.0591;;;;;0.00000;0.0000;0.0000;;;0.00000;;103197.01;
2026-04-30 21:38:50 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;20.00;Sell;;;;;;;;;;;;;;
2026-04-30 21:38:50 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4572.54000;20.00;Sell;4.9269;;;;;0.00000;0.0000;0.0000;;;0.00000;;103197.01;
2026-04-30 21:55:11 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;37.00;Buy;;;;;;;;;;;;;;
2026-04-30 21:55:11 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4562.48000;37.00;Buy;8.2997;;;;;0.00000;0.0000;0.0000;;0.7281;253.19100;;103450.20;
2026-04-30 22:37:06 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;22.00;Sell;;;;;;;;;;;;;;
2026-04-30 22:37:06 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4568.99000;22.00;Sell;5.6604;;;;;0.00000;0.0000;0.0000;;;0.00000;;103450.20;
2026-04-30 22:46:02 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;20.00;Sell;;;;;;;;;;;;;;
2026-04-30 22:46:02 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4570.49000;20.00;Sell;4.3364;;;;;0.00000;0.0000;0.0000;;;0.00000;;103450.20;
2026-04-30 22:47:55 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;20.00;Sell;;;;;;;;;;;;;;
2026-04-30 22:47:55 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4571.92000;20.00;Sell;3.7480;;;;;0.00000;0.0000;0.0000;;;0.00000;;103450.20;
2026-04-30 23:01:55 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;62.00;Buy;;;;;;;;;;;;;;
2026-04-30 23:01:55 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4565.75000;62.00;Buy;13.2128;;;;;0.00000;0.0000;0.0000;;0.7275;210.60130;;103660.80;
2026-04-30 23:10:06 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;21.00;Sell;;;;;;;;;;;;;;
2026-04-30 23:10:06 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4566.88000;21.00;Sell;3.7032;;;;;0.00000;0.0000;0.0000;;;0.00000;;103660.80;
2026-04-30 23:17:11 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;19.00;Sell;;;;;;;;;;;;;;
2026-04-30 23:17:11 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4568.72000;19.00;Sell;5.4421;;;;;0.00000;0.0000;0.0000;;;0.00000;;103660.80;
2026-04-30 23:18:20 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;19.00;Sell;;;;;;;;;;;;;;
2026-04-30 23:18:20 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4570.50000;19.00;Sell;4.7438;;;;;0.00000;0.0000;0.0000;;;0.00000;;103660.80;
2026-04-30 23:55:06 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;59.00;Buy;;;;;;;;;;;;;;
2026-04-30 23:55:06 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4578.15000;59.00;Buy;15.1683;;;;;0.00000;0.0000;0.0000;;0.7419;-416.33900;;103244.46;
