transactions_101-004-39183559-001 10
TICKET;TRANSACTION DATE;TRANSACTION TYPE;DETAILS;INSTRUMENT;PRICE;UNITS;DIRECTION;SPREAD COST;STOP LOSS;GUARANTEED STOP LOSS;TAKE PROFIT;TRAILING STOP;FINANCING;COMMISSION;GSL FEE;GSL PREMIUM;CONVERSION RATE;PL;AMOUNT;BALANCE
929;2026-06-01 03:08:24 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4464.40000;11.00;Sell;2.5787;;;;;0.00000;0.0000;0.0000;;;0.00000;;99466.29
930;2026-06-01 03:34:47 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;31.00;Buy;;;;;;;;;;;;;
931;2026-06-01 03:34:47 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4479.30000;31.00;Buy;6.4537;;;;;0.00000;0.0000;0.0000;;0.7509;-403.75520;;99062.53
932;2026-06-01 04:09:02 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;14.00;Sell;;;;;;;;;;;;;
933;2026-06-01 04:09:02 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4468.67000;14.00;Sell;3.3321;;;;;0.00000;0.0000;0.0000;;;0.00000;;99062.53
934;2026-06-01 04:30:05 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;20.00;Sell;;;;;;;;;;;;;
935;2026-06-01 04:30:05 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4470.68000;20.00;Sell;5.0561;;;;;0.00000;0.0000;0.0000;;;0.00000;;99062.53
936;2026-06-01 04:50:07 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;22.00;Sell;;;;;;;;;;;;;
937;2026-06-01 04:50:07 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4472.69000;22.00;Sell;3.1886;;;;;0.00000;0.0000;0.0000;;;0.00000;;99062.53
938;2026-06-01 04:55:02 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;56.00;Buy;;;;;;;;;;;;;
939;2026-06-01 04:55:02 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4480.51000;56.00;Buy;11.6488;;;;;0.00000;0.0000;0.0000;;0.7503;-400.97920;;98661.55
940;2026-06-01 06:31:03 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;30.00;Sell;;;;;;;;;;;;;
941;2026-06-01 06:31:03 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4485.59000;30.00;Sell;6.5739;;;;;0.00000;0.0000;0.0000;;;0.00000;;98661.55
942;2026-06-01 06:33:49 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;29.00;Sell;;;;;;;;;;;;;
943;2026-06-01 06:33:49 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4486.35000;29.00;Sell;6.8934;;;;;0.00000;0.0000;0.0000;;;0.00000;;98661.55
944;2026-06-01 06:41:58 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;32.00;Sell;;;;;;;;;;;;;
945;2026-06-01 06:41:58 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4487.19000;32.00;Sell;6.4178;;;;;0.00000;0.0000;0.0000;;;0.00000;;98661.55
946;2026-06-01 07:45:29 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;91.00;Buy;;;;;;;;;;;;;
947;2026-06-01 07:45:29 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4483.35000;91.00;Buy;17.5793;;;;;0.00000;0.0000;0.0000;;0.7356;203.81020;;98865.36
948;2026-06-02 02:13:43 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;11.00;Sell;;;;;;;;;;;;;
949;2026-06-02 02:13:43 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4504.91000;11.00;Sell;2.6951;;;;;0.00000;0.0000;0.0000;;;0.00000;;98865.36
950;2026-06-02 03:07:10 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;14.00;Sell;;;;;;;;;;;;;
951;2026-06-02 03:07:10 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4506.95000;14.00;Sell;3.9477;;;;;0.00000;0.0000;0.0000;;;0.00000;;98865.36
952;2026-06-02 04:18:49 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;25.00;Buy;;;;;;;;;;;;;
953;2026-06-02 04:18:49 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4495.04000;25.00;Buy;5.3791;;;;;0.00000;0.0000;0.0000;;0.7345;202.22580;;99067.59
954;2026-06-02 05:05:42 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;25.00;Sell;;;;;;;;;;;;;
955;2026-06-02 05:05:42 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4491.04000;25.00;Sell;5.1984;;;;;0.00000;0.0000;0.0000;;;0.00000;;99067.59
956;2026-06-02 06:43:05 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;25.00;Buy;;;;;;;;;;;;;
957;2026-06-02 06:43:05 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4480.11000;25.00;Buy;7.8921;;;;;0.00000;0.0000;0.0000;;0.7354;200.93700;;99268.52
958;2026-06-02 07:15:01 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;49.00;Sell;;;;;;;;;;;;;
959;2026-06-02 07:15:01 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4487.05000;49.00;Sell;9.6393;;;;;0.00000;0.0000;0.0000;;;0.00000;;99268.52
960;2026-06-02 07:15:36 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;49.00;Sell;;;;;;;;;;;;;
961;2026-06-02 07:15:36 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4487.67000;49.00;Sell;5.2741;;;;;0.00000;0.0000;0.0000;;;0.00000;;99268.52
962;2026-06-02 07:27:55 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;37.00;Sell;;;;;;;;;;;;;
963;2026-06-02 07:27:55 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4488.54000;37.00;Sell;9.8894;;;;;0.00000;0.0000;0.0000;;;0.00000;;99268.52
964;2026-06-02 07:37:46 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;135.00;Buy;;;;;;;;;;;;;
965;2026-06-02 07:37:46 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4484.00200;135.00;Buy;36.2861;;;;;0.00000;0.0000;0.0000;;0.7351;365.32520;;99633.85
966;2026-06-02 07:51:19 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;29.00;Sell;;;;;;;;;;;;;
967;2026-06-02 07:51:19 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4486.14000;29.00;Sell;5.9206;;;;;0.00000;0.0000;0.0000;;;0.00000;;99633.85
968;2026-06-02 07:53:12 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;32.00;Sell;;;;;;;;;;;;;
969;2026-06-02 07:53:12 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4486.95000;32.00;Sell;7.1276;;;;;0.00000;0.0000;0.0000;;;0.00000;;99633.85
970;2026-06-02 07:56:14 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;30.00;Sell;;;;;;;;;;;;;
971;2026-06-02 07:56:14 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4488.25000;30.00;Sell;8.0183;;;;;0.00000;0.0000;0.0000;;;0.00000;;99633.85
972;2026-06-02 09:00:00 -12;DAILY_FINANCING;;;;;;;;;;;24.27000;;;;;;;99658.12
;2026-06-02 09:00:00 -12;DAILY_FINANCING;Trade ID: 967;XAU/USD;;;;;;;;;7.73440;;;;;;;
;2026-06-02 09:00:00 -12;DAILY_FINANCING;Trade ID: 969;XAU/USD;;;;;;;;;8.53450;;;;;;;
;2026-06-02 09:00:00 -12;DAILY_FINANCING;Trade ID: 971;XAU/USD;;;;;;;;;8.00110;;;;;;;
973;2026-06-02 17:00:46 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;91.00;Buy;;;;;;;;;;;;;
974;2026-06-02 17:00:46 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4468.42000;91.00;Buy;18.9303;;;;;0.00000;0.0000;0.0000;;0.7355;1251.66050;;100909.78
975;2026-06-02 17:11:18 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;19.00;Sell;;;;;;;;;;;;;
976;2026-06-02 17:11:18 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4470.90000;19.00;Sell;4.9399;;;;;0.00000;0.0000;0.0000;;;0.00000;;100909.78
977;2026-06-02 17:13:16 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;18.00;Sell;;;;;;;;;;;;;
978;2026-06-02 17:13:16 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4472.93000;18.00;Sell;4.6131;;;;;0.00000;0.0000;0.0000;;;0.00000;;100909.78
979;2026-06-02 17:31:45 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;37.00;Buy;;;;;;;;;;;;;
980;2026-06-02 17:31:45 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4460.92000;37.00;Buy;8.6623;;;;;0.00000;0.0000;0.0000;;0.7358;298.58420;;101208.36
981;2026-06-02 17:48:02 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;13.00;Sell;;;;;;;;;;;;;
982;2026-06-02 17:48:02 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4465.05000;13.00;Sell;2.8504;;;;;0.00000;0.0000;0.0000;;;0.00000;;101208.36
983;2026-06-02 17:50:11 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;12.00;Sell;;;;;;;;;;;;;
984;2026-06-02 17:50:11 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4467.54000;12.00;Sell;1.9175;;;;;0.00000;0.0000;0.0000;;;0.00000;;101208.36
985;2026-06-02 18:18:26 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;16.00;Sell;;;;;;;;;;;;;
986;2026-06-02 18:18:26 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4470.77000;16.00;Sell;2.0230;;;;;0.00000;0.0000;0.0000;;;0.00000;;101208.36
987;2026-06-02 18:24:16 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;41.00;Buy;;;;;;;;;;;;;
988;2026-06-02 18:24:16 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4459.60000;41.00;Buy;9.0008;;;;;0.00000;0.0000;0.0000;;0.7367;254.06430;;101462.43
989;2026-06-02 18:33:16 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;13.00;Sell;;;;;;;;;;;;;
990;2026-06-02 18:33:16 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4461.55000;13.00;Sell;3.8196;;;;;0.00000;0.0000;0.0000;;;0.00000;;101462.43
991;2026-06-02 19:00:06 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;20.00;Sell;;;;;;;;;;;;;
992;2026-06-02 19:00:06 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4462.99000;20.00;Sell;4.7581;;;;;0.00000;0.0000;0.0000;;;0.00000;;101462.43
993;2026-06-02 19:03:14 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;18.00;Sell;;;;;;;;;;;;;
994;2026-06-02 19:03:14 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4464.71000;18.00;Sell;4.2156;;;;;0.00000;0.0000;0.0000;;;0.00000;;101462.43
995;2026-06-02 19:29:53 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;51.00;Buy;;;;;;;;;;;;;
996;2026-06-02 19:29:53 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4457.46000;51.00;Buy;13.0847;;;;;0.00000;0.0000;0.0000;;0.7362;216.64850;;101679.08
997;2026-06-02 19:36:03 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;14.00;Sell;;;;;;;;;;;;;
998;2026-06-02 19:36:03 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4460.59000;14.00;Sell;4.2658;;;;;0.00000;0.0000;0.0000;;;0.00000;;101679.08
999;2026-06-02 19:52:58 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;15.00;Sell;;;;;;;;;;;;;
1000;2026-06-02 19:52:58 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4463.43000;15.00;Sell;3.0649;;;;;0.00000;0.0000;0.0000;;;0.00000;;101679.08
1001;2026-06-02 20:00:32 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;29.00;Buy;;;;;;;;;;;;;
1002;2026-06-02 20:00:32 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4451.92000;29.00;Buy;8.0833;;;;;0.00000;0.0000;0.0000;;0.7359;216.36320;;101895.44
1003;2026-06-02 20:06:02 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;12.00;Sell;;;;;;;;;;;;;
1004;2026-06-02 20:06:02 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4455.65000;12.00;Sell;2.7650;;;;;0.00000;0.0000;0.0000;;;0.00000;;101895.44
1005;2026-06-02 20:13:32 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;15.00;Sell;;;;;;;;;;;;;
1006;2026-06-02 20:13:32 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4457.46000;15.00;Sell;3.5128;;;;;0.00000;0.0000;0.0000;;;0.00000;;101895.44
1007;2026-06-02 20:52:24 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;27.00;Buy;;;;;;;;;;;;;
1008;2026-06-02 20:52:24 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4446.08000;27.00;Buy;4.1175;;;;;0.00000;0.0000;0.0000;;0.7364;210.28540;;102105.73
1009;2026-06-02 21:23:02 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;16.00;Sell;;;;;;;;;;;;;
1010;2026-06-02 21:23:02 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4449.69000;16.00;Sell;3.5094;;;;;0.00000;0.0000;0.0000;;;0.00000;;102105.73
1011;2026-06-02 22:07:29 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;13.00;Sell;;;;;;;;;;;;;
1012;2026-06-02 22:07:29 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4459.98000;13.00;Sell;3.3329;;;;;0.00000;0.0000;0.0000;;;0.00000;;102105.73
1013;2026-06-02 22:08:54 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;10.00;Sell;;;;;;;;;;;;;
1014;2026-06-02 22:08:54 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4463.14000;10.00;Sell;3.6781;;;;;0.00000;0.0000;0.0000;;;0.00000;;102105.73
1015;2026-06-03 00:37:47 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;39.00;Buy;;;;;;;;;;;;;
1016;2026-06-03 00:37:47 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4449.17000;39.00;Buy;9.4356;;;;;0.00000;0.0000;0.0000;;0.7370;212.65390;;102318.38
1017;2026-06-03 00:43:07 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;11.00;Sell;;;;;;;;;;;;;
1018;2026-06-03 00:43:07 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4453.59000;11.00;Sell;2.4979;;;;;0.00000;0.0000;0.0000;;;0.00000;;102318.38
1019;2026-06-03 00:43:51 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;11.00;Sell;;;;;;;;;;;;;
1020;2026-06-03 00:43:51 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4456.67000;11.00;Sell;2.7836;;;;;0.00000;0.0000;0.0000;;;0.00000;;102318.38
1021;2026-06-03 00:44:18 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;11.00;Sell;;;;;;;;;;;;;
1022;2026-06-03 00:44:18 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4459.32000;11.00;Sell;3.2744;;;;;0.00000;0.0000;0.0000;;;0.00000;;102318.38
1023;2026-06-03 01:24:31 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;33.00;Buy;;;;;;;;;;;;;
1024;2026-06-03 01:24:31 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4447.98000;33.00;Buy;6.8826;;;;;0.00000;0.0000;0.0000;;0.7374;207.98020;;102526.36
1025;2026-06-03 02:06:09 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;8.00;Sell;;;;;;;;;;;;;
1026;2026-06-03 02:06:09 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4446.60000;8.00;Sell;2.2641;;;;;0.00000;0.0000;0.0000;;;0.00000;;102526.36
1027;2026-06-03 02:07:17 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;8.00;Sell;;;;;;;;;;;;;
1028;2026-06-03 02:07:17 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4449.85000;8.00;Sell;2.2941;;;;;0.00000;0.0000;0.0000;;;0.00000;;102526.36
1029;2026-06-03 02:11:06 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;8.00;Sell;;;;;;;;;;;;;
1030;2026-06-03 02:11:06 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4454.46000;8.00;Sell;1.9657;;;;;0.00000;0.0000;0.0000;;;0.00000;;102526.36
1031;2026-06-03 03:37:46 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;24.00;Buy;;;;;;;;;;;;;
1032;2026-06-03 03:37:46 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4438.72000;24.00;Buy;6.3417;;;;;0.00000;0.0000;0.0000;;0.7369;204.85680;;102731.22
1033;2026-06-03 03:53:25 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;18.00;Sell;;;;;;;;;;;;;
1034;2026-06-03 03:53:25 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4441.61000;18.00;Sell;3.6848;;;;;0.00000;0.0000;0.0000;;;0.00000;;102731.22
1035;2026-06-03 04:00:15 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;20.00;Sell;;;;;;;;;;;;;
1036;2026-06-03 04:00:15 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4442.93000;20.00;Sell;3.8704;;;;;0.00000;0.0000;0.0000;;;0.00000;;102731.22
1037;2026-06-03 04:24:19 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;38.00;Buy;;;;;;;;;;;;;
1038;2026-06-03 04:24:19 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4434.71000;38.00;Buy;9.7686;;;;;0.00000;0.0000;0.0000;;0.7377;212.89370;;102944.11
1039;2026-06-03 04:38:08 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;19.00;Sell;;;;;;;;;;;;;
1040;2026-06-03 04:38:08 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4437.46000;19.00;Sell;4.6026;;;;;0.00000;0.0000;0.0000;;;0.00000;;102944.11
1041;2026-06-03 04:44:56 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;20.00;Sell;;;;;;;;;;;;;
1042;2026-06-03 04:44:56 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4438.83000;20.00;Sell;4.9187;;;;;0.00000;0.0000;0.0000;;;0.00000;;102944.11
1043;2026-06-03 04:57:42 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;17.00;Sell;;;;;;;;;;;;;
1044;2026-06-03 04:57:42 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4440.46000;17.00;Sell;4.7490;;;;;0.00000;0.0000;0.0000;;;0.00000;;102944.11
1045;2026-06-03 07:04:33 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;56.00;Buy;;;;;;;;;;;;;
1046;2026-06-03 07:04:33 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4448.66000;56.00;Buy;14.6069;;;;;0.00000;0.0000;0.0000;;0.7527;-413.08370;;102531.03
1047;2026-06-03 07:46:06 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;32.00;Sell;;;;;;;;;;;;;
1048;2026-06-03 07:46:06 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4445.52000;32.00;Sell;7.0347;;;;;0.00000;0.0000;0.0000;;;0.00000;;102531.03
1049;2026-06-03 07:48:16 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;33.00;Sell;;;;;;;;;;;;;
1050;2026-06-03 07:48:16 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4446.73000;33.00;Sell;7.1311;;;;;0.00000;0.0000;0.0000;;;0.00000;;102531.03
1051;2026-06-03 09:00:00 -12;DAILY_FINANCING;;;;;;;;;;;17.59810;;;;;;;102548.62
;2026-06-03 09:00:00 -12;DAILY_FINANCING;Trade ID: 1048;XAU/USD;;;;;;;;;8.66370;;;;;;;
;2026-06-03 09:00:00 -12;DAILY_FINANCING;Trade ID: 1050;XAU/USD;;;;;;;;;8.93440;;;;;;;
1052;2026-06-03 17:00:43 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;65.00;Buy;;;;;;;;;;;;;
1053;2026-06-03 17:00:43 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4481.74000;65.00;Buy;19.1153;;;;;0.00000;0.0000;0.0000;;0.7520;-1740.30270;;100808.32
1054;2026-06-04 17:22:14 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;18.00;Sell;;;;;;;;;;;;;
1055;2026-06-04 17:22:14 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4443.69000;18.00;Sell;3.8200;;;;;0.00000;0.0000;0.0000;;;0.00000;;100808.32
1056;2026-06-04 17:27:17 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;20.00;Sell;;;;;;;;;;;;;
1057;2026-06-04 17:27:17 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4445.27000;20.00;Sell;4.6167;;;;;0.00000;0.0000;0.0000;;;0.00000;;100808.32
1058;2026-06-04 17:37:12 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;16.00;Sell;;;;;;;;;;;;;
1059;2026-06-04 17:37:12 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4447.27000;16.00;Sell;5.0032;;;;;0.00000;0.0000;0.0000;;;0.00000;;100808.32
1060;2026-06-04 17:57:35 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;54.00;Buy;;;;;;;;;;;;;
1061;2026-06-04 17:57:35 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4440.01000;54.00;Buy;10.0548;;;;;0.00000;0.0000;0.0000;;0.7373;212.05970;;101020.38
1062;2026-06-04 18:00:14 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;17.00;Sell;;;;;;;;;;;;;
1063;2026-06-04 18:00:14 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4441.75000;17.00;Sell;4.5587;;;;;0.00000;0.0000;0.0000;;;0.00000;;101020.38
1064;2026-06-04 18:25:21 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;9.00;Sell;;;;;;;;;;;;;
1065;2026-06-04 18:25:21 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4445.69000;9.00;Sell;2.4133;;;;;0.00000;0.0000;0.0000;;;0.00000;;101020.38
1066;2026-06-04 18:36:14 -12;MARKET_ORDER;CLIENT_ORDER;XAU/USD;;12.00;Sell;;;;;;;;;;;;;
1067;2026-06-04 18:36:14 -12;ORDER_FILL;MARKET_ORDER;XAU/USD;4448.95000;12.00;Sell;3.3056;;;;;0.00000;0.0000;0.0000;;;0.00000;;101020.38
1068;2026-06-04 19:11:56 -12;MARKET_ORDER;POSITION_CLOSEOUT;XAU/USD;;38.00;Buy;;;;;;;;;;;;;
1069;2026-06-04 19:11:56 -12;ORDER_FILL;MARKET_ORDER_POSITION_CLOSEOUT;XAU/USD;4459.57000;38.00;Buy;11.3095;;;;;0.00000;0.0000;0.0000;;0.7515;-417.29980;;100603.08
